Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772874274,250,,Aggregated,67.800000,8.400000,2500,2600,2700,2800,3600,4600,5900,7900,47000,111000,118000,1767723,628374,2500.0,2388.992939960738,0.38350099930539727,118286.02204000344,3.999715453156405
1772874275,250,,Aggregated,70.100000,8.200000,2500,2600,2700,2800,3600,4600,5800,7900,47000,111000,118000,1767808,628391,2500.0,2389.0027905493516,0.38350099930539727,118286.02204000344,3.9997980549923975
1772874276,250,,Aggregated,71.800000,8.600000,2500,2600,2700,2800,3600,4600,5800,7900,47000,111000,118000,1767886,628397,2500.0,2389.0133323984173,0.38350099930539727,118286.02204000344,3.999860850756214
1772874277,250,,Aggregated,68.600000,8.500000,2500,2600,2700,2800,3600,4600,5800,7900,47000,111000,118000,1767946,628405,2500.0,2389.020837427856,0.38350099930539727,118286.02204000344,3.9999230745735446
1772874278,250,,Aggregated,68.600000,8.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768010,628416,2500.0,2389.026794005968,0.38350099930539727,118286.02204000344,3.999954185779492
1772874279,250,,Aggregated,71.500000,8.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768099,628425,2500.0,2389.0377218439894,0.38350099930539727,118286.02204000344,4.000013008321367
1772874280,250,,Aggregated,70.100000,8.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768159,628431,2500.0,2389.044238269373,0.38350099930539727,118286.02204000344,4.000036761399851
1772874281,250,,Aggregated,67.900000,8.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768221,628442,2500.0,2389.0514259640163,0.38350099930539727,118286.02204000344,4.000085962105415
1772874282,250,,Aggregated,69.600000,8.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768290,628458,2500.0,2389.059466046709,0.38350099930539727,118286.02204000344,4.0001787037194125
1772874283,250,,Aggregated,71.100000,8.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768374,628469,2500.0,2389.068913801509,0.38350099930539727,118286.02204000344,4.000222803547214
1772874284,250,,Aggregated,68.200000,8.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768441,628478,2500.0,2389.076762705986,0.38350099930539727,118286.02204000344,4.0002725564494375
1772874285,250,,Aggregated,69.400000,9.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768497,628485,2500.0,2389.082771630112,0.38350099930539727,118286.02204000344,4.000300820414171
1772874286,250,,Aggregated,70.200000,10.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768585,628499,2500.0,2389.093536308949,0.38350099930539727,118286.02204000344,4.0003974929109996
1772874287,250,,Aggregated,70.300000,10.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768652,628514,2500.0,2389.1012042398293,0.38350099930539727,118286.02204000344,4.00047776498712
1772874288,250,,Aggregated,67.500000,9.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768716,628524,2500.0,2389.1084893754855,0.38350099930539727,118286.02204000344,4.000517889813854
1772874289,250,,Aggregated,69.300000,10.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768775,628532,2500.0,2389.1157875358936,0.38350099930539727,118286.02204000344,4.000574974205311
1772874290,250,,Aggregated,70.600000,11.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768861,628543,2500.0,2389.126253541114,0.38350099930539727,118286.02204000344,4.000644482522934
1772874291,250,,Aggregated,69.900000,11.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768925,628551,2500.0,2389.1341125637055,0.38350099930539727,118286.02204000344,4.0007236033183995
1772874292,250,,Aggregated,68.800000,11.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1768991,628564,2500.0,2389.1429111746265,0.38350099930539727,118286.02204000344,4.000828721005364
1772874293,250,,Aggregated,69.500000,11.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769069,628575,2500.0,2389.1520141968144,0.38350099930539727,118286.02204000344,4.000898212562653
1772874294,250,,Aggregated,70.800000,11.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769136,628581,2500.0,2389.160829725847,0.38350099930539727,118286.02204000344,4.00094622459777
1772874295,250,,Aggregated,68.800000,10.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769202,628589,2500.0,2389.168971449602,0.38350099930539727,118286.02204000344,4.001003842410307
1772874296,250,,Aggregated,69.400000,10.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769269,628602,2500.0,2389.1770455093683,0.38350099930539727,118286.02204000344,4.001072194222585
1772874297,250,,Aggregated,69.500000,10.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769345,628613,2500.0,2389.1851883584945,0.38350099930539727,118286.02204000344,4.001120188544348
1772874298,250,,Aggregated,70.200000,10.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769415,628625,2500.0,2389.1935729483757,0.38350099930539727,118286.02204000344,4.00119248452172
1772874299,250,,Aggregated,68.900000,10.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769479,628637,2500.0,2389.200826293417,0.38350099930539727,118286.02204000344,4.001248955200937
1772874300,250,,Aggregated,70.500000,10.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769548,628645,2500.0,2389.209197563729,0.38350099930539727,118286.02204000344,4.001295246017627
1772874301,250,,Aggregated,68.800000,10.100000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769622,628654,2500.0,2389.2180668478672,0.38350099930539727,118286.02204000344,4.001364698223688
1772874302,250,,Aggregated,68.900000,9.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769689,628663,2500.0,2389.225777715895,0.38350099930539727,118286.02204000344,4.001407591955423
1772874303,250,,Aggregated,68.600000,10.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769754,628673,2500.0,2389.2328989755115,0.38350099930539727,118286.02204000344,4.00145217922943
1772874304,250,,Aggregated,70.100000,10.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769827,628687,2500.0,2389.2410733336037,0.38350099930539727,118286.02204000344,4.001508622029159
1772874305,250,,Aggregated,68.500000,9.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769907,628696,2500.0,2389.251200597933,0.38350099930539727,118286.02204000344,4.0015723990017555
1772874306,250,,Aggregated,68.400000,10.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1769970,628707,2500.0,2389.258541228955,0.38350099930539727,118286.02204000344,4.001625451278835
1772874307,250,,Aggregated,69.800000,10.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770035,628712,2500.0,2389.267049173297,0.38350099930539727,118286.02204000344,4.001667763631793
1772874308,250,,Aggregated,70.300000,10.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770116,628725,2500.0,2389.276320771305,0.38350099930539727,118286.02204000344,4.001728135331244
1772874309,250,,Aggregated,68.700000,10.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770182,628728,2500.0,2389.2846467047307,0.38350099930539727,118286.02204000344,4.001761965718779
1772874310,250,,Aggregated,67.800000,9.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770243,628733,2500.0,2389.291756578062,0.38350099930539727,118286.02204000344,4.001793539079098
1772874311,250,,Aggregated,71.300000,9.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770314,628746,2500.0,2389.2995656267617,0.38350099930539727,118286.02204000344,4.001874243778222
1772874312,250,,Aggregated,70.000000,9.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770396,628758,2500.0,2389.309346494674,0.38350099930539727,118286.02204000344,4.001937419650745
1772874313,250,,Aggregated,69.500000,9.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770460,628768,2500.0,2389.3165783946342,0.38350099930539727,118286.02204000344,4.001981405962292
1772874314,250,,Aggregated,68.600000,9.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770526,628774,2500.0,2389.324694043588,0.38350099930539727,118286.02204000344,4.002016914747369
1772874315,250,,Aggregated,70.600000,9.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770593,628784,2500.0,2389.333681433301,0.38350099930539727,118286.02204000344,4.002080658852712
1772874316,250,,Aggregated,70.300000,9.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770675,628796,2500.0,2389.343015261339,0.38350099930539727,118286.02204000344,4.002129696302258
1772874317,250,,Aggregated,68.400000,8.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770739,628807,2500.0,2389.351312173046,0.38350099930539727,118286.02204000344,4.002184398717146
1772874318,250,,Aggregated,69.000000,8.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770799,628814,2500.0,2389.3591520982427,0.38350099930539727,118286.02204000344,4.00222046658034
1772874319,250,,Aggregated,70.700000,9.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770880,628823,2500.0,2389.3681008223266,0.38350099930539727,118286.02204000344,4.002258199313336
1772874320,250,,Aggregated,70.300000,9.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1770947,628831,2500.0,2389.376717982595,0.38350099930539727,118286.02204000344,4.00230949881617
1772874321,250,,Aggregated,67.600000,9.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771011,628838,2500.0,2389.384419082719,0.38350099930539727,118286.02204000344,4.002346117556582
1772874322,250,,Aggregated,69.400000,9.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771080,628850,2500.0,2389.392452283458,0.38350099930539727,118286.02204000344,4.0024199923210695
1772874323,250,,Aggregated,70.300000,9.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771160,628857,2500.0,2389.40240836812,0.38350099930539727,118286.02204000344,4.002470132568487
1772874324,250,,Aggregated,68.800000,8.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771229,628866,2500.0,2389.4109050894726,0.38350099930539727,118286.02204000344,4.002529881793941
1772874325,250,,Aggregated,69.100000,9.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771286,628870,2500.0,2389.418052822164,0.38350099930539727,118286.02204000344,4.002565367761051
1772874326,250,,Aggregated,69.400000,8.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771360,628880,2500.0,2389.4267331429055,0.38350099930539727,118286.02204000344,4.002619456237015
1772874327,250,,Aggregated,69.800000,9.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771438,628891,2500.0,2389.435070919595,0.38350099930539727,118286.02204000344,4.002680308314488
1772874328,250,,Aggregated,68.600000,8.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771498,628901,2500.0,2389.443046445852,0.38350099930539727,118286.02204000344,4.002742311873906
1772874329,250,,Aggregated,69.000000,8.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771571,628910,2500.0,2389.451148799021,0.38350099930539727,118286.02204000344,4.002792436769399
1772874330,250,,Aggregated,69.600000,8.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771648,628923,2500.0,2389.459552648758,0.38350099930539727,118286.02204000344,4.002846502239723
1772874331,250,,Aggregated,69.000000,8.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771709,628937,2500.0,2389.4660366618127,0.38350099930539727,118286.02204000344,4.002914699874528
1772874332,250,,Aggregated,68.500000,8.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771775,628944,2500.0,2389.4727769102487,0.38350099930539727,118286.02204000344,4.00294281158725
1772874333,250,,Aggregated,69.400000,9.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771850,628961,2500.0,2389.481091326151,0.38350099930539727,118286.02204000344,4.003029037446736
1772874334,250,,Aggregated,69.700000,9.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771926,628970,2500.0,2389.4900781360348,0.38350099930539727,118286.02204000344,4.003084778935463
1772874335,250,,Aggregated,68.600000,9.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1771985,628975,2500.0,2389.496608119903,0.38350099930539727,118286.02204000344,4.003107814118065
1772874336,250,,Aggregated,69.000000,10.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772054,628988,2500.0,2389.5046310645166,0.38350099930539727,118286.02204000344,4.003192340639732
1772874337,250,,Aggregated,69.800000,10.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772134,628995,2500.0,2389.5147167430114,0.38350099930539727,118286.02204000344,4.003252011416744
1772874338,250,,Aggregated,69.200000,10.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772206,629005,2500.0,2389.52373235324,0.38350099930539727,118286.02204000344,4.003307177608021
1772874339,250,,Aggregated,68.800000,10.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772264,629011,2500.0,2389.5300630412976,0.38350099930539727,118286.02204000344,4.003339795876912
1772874340,250,,Aggregated,69.300000,10.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772338,629023,2500.0,2389.5385215238202,0.38350099930539727,118286.02204000344,4.003387615680531
1772874341,250,,Aggregated,70.800000,10.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772416,629036,2500.0,2389.5476528636177,0.38350099930539727,118286.02204000344,4.003453478190222
1772874342,240,,Aggregated,69.800000,9.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772475,629042,2500.0,2389.5557177421274,0.38350099930539727,118286.02204000344,4.003512602434449
1772874343,230,,Aggregated,69.000000,10.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772536,629048,2500.0,2389.562311566456,0.38350099930539727,118286.02204000344,4.003545203031138
1772874344,220,,Aggregated,70.300000,9.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772601,629054,2500.0,2389.5708391761905,0.38350099930539727,118286.02204000344,4.0035997948776965
1772874345,210,,Aggregated,70.100000,9.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772666,629058,2500.0,2389.578748905611,0.38350099930539727,118286.02204000344,4.003632381960279
1772874346,200,,Aggregated,68.600000,8.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772716,629061,2500.0,2389.5840561625528,0.38350099930539727,118286.02204000344,4.003646946267761
1772874347,190,,Aggregated,67.600000,8.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772771,629068,2500.0,2389.589624246552,0.38350099930539727,118286.02204000344,4.003668832579053
1772874348,180,,Aggregated,67.900000,8.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772826,629077,2500.0,2389.5962412614012,0.38350099930539727,118286.02204000344,4.003725125872477
1772874349,170,,Aggregated,65.400000,7.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772872,629081,2500.0,2389.6024599429825,0.38350099930539727,118286.02204000344,4.003766769400159
1772874350,160,,Aggregated,63.100000,7.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772912,629089,2500.0,2389.6068573740604,0.38350099930539727,118286.02204000344,4.003798270867364
1772874351,150,,Aggregated,62.100000,7.300000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1772953,629098,2500.0,2389.6108956229923,0.38350099930539727,118286.02204000344,4.003824692476337
1772874352,140,,Aggregated,60.000000,7.100000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773006,629101,2500.0,2389.617659343283,0.38350099930539727,118286.02204000344,4.003857290951074
1772874353,130,,Aggregated,56.800000,6.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773034,629107,2500.0,2389.6213251237023,0.38350099930539727,118286.02204000344,4.003887686304944
1772874354,120,,Aggregated,53.600000,6.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773067,629112,2500.0,2389.625083645428,0.38350099930539727,118286.02204000344,4.003911301716179
1772874355,110,,Aggregated,52.100000,6.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773096,629117,2500.0,2389.6281152999863,0.38350099930539727,118286.02204000344,4.003923081434959
1772874356,100,,Aggregated,49.200000,5.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773135,629123,2500.0,2389.633037950203,0.38350099930539727,118286.02204000344,4.003968112975041
1772874357,90,,Aggregated,46.000000,6.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773151,629128,2500.0,2389.6350119641993,0.38350099930539727,118286.02204000344,4.003996839524666
1772874358,80,,Aggregated,42.800000,5.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773170,629132,2500.0,2389.6367909413657,0.38350099930539727,118286.02204000344,4.004007511970087
1772874359,70,,Aggregated,41.800000,6.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773193,629134,2500.0,2389.6397168724493,0.38350099930539727,118286.02204000344,4.0040221228033275
1772874360,60,,Aggregated,38.200000,6.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773212,629135,2500.0,2389.642399031856,0.38350099930539727,118286.02204000344,4.004035050518494
1772874361,50,,Aggregated,33.600000,5.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773223,629136,2500.0,2389.6438042196605,0.38350099930539727,118286.02204000344,4.00404122888097
1772874362,40,,Aggregated,31.900000,5.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773236,629139,2500.0,2389.6452975049265,0.38350099930539727,118286.02204000344,4.004060937179259
1772874363,30,,Aggregated,29.500000,4.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773241,629139,2500.0,2389.6456835632816,0.38350099930539727,118286.02204000344,4.004058106032964
1772874364,20,,Aggregated,26.600000,3.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773251,629140,2500.0,2389.6469723516384,0.38350099930539727,118286.02204000344,4.004064850379332
1772874365,20,,Aggregated,22.800000,3.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773257,629141,2500.0,2389.6474725292487,0.38350099930539727,118286.02204000344,4.0040654005595355
1772874366,20,,Aggregated,20.500000,3.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773259,629141,2500.0,2389.6478552823,0.38350099930539727,118286.02204000344,4.004067087774544
1772874367,20,,Aggregated,18.100000,2.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773267,629142,2500.0,2389.6484772919744,0.38350099930539727,118286.02204000344,4.004069325149569
1772874368,20,,Aggregated,15.800000,2.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773272,629142,2500.0,2389.649070253889,0.38350099930539727,118286.02204000344,4.0040721333219045
1772874369,20,,Aggregated,12.300000,1.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773278,629143,2500.0,2389.6496788820386,0.38350099930539727,118286.02204000344,4.004075503107804
1772874370,20,,Aggregated,11.300000,1.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773282,629144,2500.0,2389.6502994787297,0.38350099930539727,118286.02204000344,4.004089592067139
1772874371,20,,Aggregated,10.200000,1.000000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773290,629144,2500.0,2389.651106490044,0.38350099930539727,118286.02204000344,4.004087881846737
1772874372,20,,Aggregated,8.200000,0.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773294,629145,2500.0,2389.651616446016,0.38350099930539727,118286.02204000344,4.004092384004006
1772874373,20,,Aggregated,7.000000,0.900000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773298,629146,2500.0,2389.652217776744,0.38350099930539727,118286.02204000344,4.004099705746016
1772874374,20,,Aggregated,6.700000,0.800000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773303,629147,2500.0,2389.6527092859915,0.38350099930539727,118286.02204000344,4.004103641622441
1772874375,20,,Aggregated,5.900000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773311,629147,2500.0,2389.65354545276,0.38350099930539727,118286.02204000344,4.004107570527674
1772874376,20,,Aggregated,5.700000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773318,629147,2500.0,2389.654557410421,0.38350099930539727,118286.02204000344,4.004112065630642
1772874378,20,,Aggregated,5.200000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773321,629147,2500.0,2389.654811873042,0.38350099930539727,118286.02204000344,4.004110366933003
1772874379,20,,Aggregated,5.300000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773325,629147,2500.0,2389.6551736549386,0.38350099930539727,118286.02204000344,4.004110921573879
1772874380,20,,Aggregated,5.900000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773334,629148,2500.0,2389.656457604718,0.38350099930539727,118286.02204000344,4.004121051082311
1772874381,20,,Aggregated,5.300000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773340,629150,2500.0,2389.6569396676828,0.38350099930539727,118286.02204000344,4.004125548400194
1772874382,20,,Aggregated,5.300000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773343,629150,2500.0,2389.6574370606513,0.38350099930539727,118286.02204000344,4.004129488767824
1772874383,20,,Aggregated,5.600000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773347,629150,2500.0,2389.657846201408,0.38350099930539727,118286.02204000344,4.004130043358688
1772874384,20,,Aggregated,5.800000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773356,629150,2500.0,2389.6588708618983,0.38350099930539727,118286.02204000344,4.004130586300777
1772874385,20,,Aggregated,5.200000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773361,629151,2500.0,2389.659350074108,0.38350099930539727,118286.02204000344,4.004134521961405
1772874386,20,,Aggregated,5.800000,0.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773365,629153,2500.0,2389.659837879556,0.38350099930539727,118286.02204000344,4.004142971131155
1772874387,20,,Aggregated,5.800000,0.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773370,629154,2500.0,2389.660264943655,0.38350099930539727,118286.02204000344,4.004144087246316
1772874388,20,,Aggregated,5.700000,0.400000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773378,629154,2500.0,2389.6615461011897,0.38350099930539727,118286.02204000344,4.00415083529851
1772874389,20,,Aggregated,5.300000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773383,629154,2500.0,2389.6622485757507,0.38350099930539727,118286.02204000344,4.00415364306526
1772874390,20,,Aggregated,5.700000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773388,629155,2500.0,2389.662875602614,0.38350099930539727,118286.02204000344,4.00415757860096
1772874391,20,,Aggregated,5.800000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773394,629156,2500.0,2389.663491073786,0.38350099930539727,118286.02204000344,4.004160947877347
1772874392,20,,Aggregated,5.800000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773400,629157,2500.0,2389.664275146266,0.38350099930539727,118286.02204000344,4.004167136573813
1772874393,20,,Aggregated,5.300000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773405,629157,2500.0,2389.6649360539286,0.38350099930539727,118286.02204000344,4.004169944259772
1772874394,20,,Aggregated,5.700000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773410,629157,2500.0,2389.6654028962666,0.38350099930539727,118286.02204000344,4.0041699325029185
1772874395,20,,Aggregated,5.800000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773419,629158,2500.0,2389.666049223645,0.38350099930539727,118286.02204000344,4.004174422401023
1772874396,20,,Aggregated,5.800000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773425,629159,2500.0,2389.6667721073654,0.38350099930539727,118286.02204000344,4.004180610964659
1772874397,20,,Aggregated,5.800000,0.700000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773425,629159,2500.0,2389.6667721073654,0.38350099930539727,118286.02204000344,4.004180610964659
1772874398,20,,Aggregated,6.100000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773431,629159,2500.0,2389.6678517662367,0.38350099930539727,118286.02204000344,4.004191310516169
1772874399,20,,Aggregated,6.100000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773442,629161,2500.0,2389.669550515939,0.38350099930539727,118286.02204000344,4.004207073025224
1772874400,20,,Aggregated,5.500000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773445,629161,2500.0,2389.669785677697,0.38350099930539727,118286.02204000344,4.004205374285641
1772874401,20,,Aggregated,5.200000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773447,629161,2500.0,2389.669925360496,0.38350099930539727,118286.02204000344,4.0042042417957795
1772874402,20,,Aggregated,5.800000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773456,629162,2500.0,2389.671233473611,0.38350099930539727,118286.02204000344,4.004214370133795
1772874403,30,,Aggregated,5.800000,0.600000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773463,629162,2500.0,2389.6723375695374,0.38350099930539727,118286.02204000344,4.004218864447694
1772874404,40,,Aggregated,5.400000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773466,629162,2500.0,2389.67289951018,0.38350099930539727,118286.02204000344,4.004222804384184
1772874405,50,,Aggregated,5.800000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773482,629165,2500.0,2389.6751088853007,0.38350099930539727,118286.02204000344,4.004245320787017
1772874406,50,,Aggregated,5.700000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773498,629171,2500.0,2389.6766061386943,0.38350099930539727,118286.02204000344,4.004269528355826
1772874407,50,,Aggregated,5.700000,0.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773515,629174,2500.0,2389.6782706807344,0.38350099930539727,118286.02204000344,4.004280200618545
1772874408,50,,Aggregated,7.200000,1.200000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773523,629176,2500.0,2389.6788997878034,0.38350099930539727,118286.02204000344,4.004283564408243
1772874409,50,,Aggregated,9.000000,1.500000,2500,2600,2700,2800,3600,4600,5800,7900,46000,111000,118000,1773536,629177,2500.0,2389.680575653462,0.38350099930539727,118286.02204000344,4.004291426844451
